isin,date
COB13CD07DU8,2018Q4
COB13CD07KM0,2018Q4
COB13CD07V64,2018Q4
COB13CD07VA2,2018Q4
COB13CD08D99,2018Q4
COB13CD08JW9,2018Q4
COB13CD08SZ3,2018Q4
COB13CD09ZW3,2018Q4
COB13CD09ZX1,2018Q4
COB13CD09ZY9,2018Q4
COB13CD0A273,2018Q4
COB13CD0A3K3,2018Q4
COB13CD0AE62,2018Q4
COB13CD0AE88,2018Q4
COB13CD0AJY9,2018Q4
COB13CD0AJZ6,2018Q4
COB13CD0AN79,2018Q4
COB13CD0AOJ0,2018Q4
COB13CD37237,2018Q4
COB13CD37393,2018Q4
COB13CD37450,2018Q4
COB13CD37567,2018Q4
COB13CD38441,2018Q4
COB13CD38920,2018Q4
COB13CD38946,2018Q4
COB13CD46816,2018Q4
COB13CD48804,2018Q4
COB13CD53721,2018Q4
COB13CD59033,2018Q4
COB13CD59470,2018Q4
COB13CD60031,2018Q4
COB13CD60585,2018Q4
COB13CD61112,2018Q4
COB13CD61328,2018Q4
COB13CD61369,2018Q4
COB13CD61419,2018Q4
COB13CD61518,2018Q4
COB13CD61583,2018Q4
COB13CD61617,2018Q4
COB13CD62862,2018Q4
COB13CD63100,2018Q4
COB13CD63647,2018Q4
COB13CD64785,2018Q4
COB13CD64959,2018Q4
COB13CD66996,2018Q4
COB13CD67697,2018Q4
COB13CD67739,2018Q4
COB13CD70675,2018Q4
COB13CD71194,2018Q4
COB13CD71251,2018Q4
COB13CD71418,2018Q4
COB13CD72523,2018Q4
COB13CD73331,2018Q4
COB13CD73539,2018Q4
COB13CD73844,2018Q4
COB13CD73851,2018Q4
COB13CD85210,2018Q4
COB13CD85384,2018Q4
COB19CD00LZ2,2018Q4
COB19CD0JOO5,2018Q4
COB19CD0JR65,2018Q4
COB19CD0JUP9,2018Q4
COB19CD0K2A1,2018Q4
COB19CD0K2D5,2018Q4
COB19CD0PVK5,2018Q4
COB19CD0SGE3,2018Q4
COB19CD0T8E1,2018Q4
COB19CD0TE50,2018Q4
COB19CD0TKR5,2018Q4
COB19CD0TKS3,2018Q4
COB19CD0TYE4,2018Q4
COB19CD0TZL6,2018Q4
COB19CD0U861,2018Q4
COB19CD0U9G1,2018Q4
COB19CD0UA28,2018Q4
COB19CD0UEK1,2018Q4
COB19CD0UEL9,2018Q4
COB19CD0UGH2,2018Q4
COB19CD0V9L0,2018Q4
COB19CD0VJV5,2018Q4
COB19CD0VM56,2018Q4
COB19CD0VPM1,2018Q4
COB19CD0VV63,2018Q4
COB19CD0VZB3,2018Q4
COB19CD0W1S1,2018Q4
COB19CD0W6L5,2018Q4
COB19CD0WM22,2018Q4
COB19CD0WO12,2018Q4
COB19CD0WT82,2018Q4
COB19CD0WX94,2018Q4
COB19CD0XDL5,2018Q4
COB19CD0XFD7,2018Q4
COB19CD0XJC1,2018Q4
COB19CD0XKY3,2018Q4
COB19CD0XN95,2018Q4
COB19CD0XNQ3,2018Q4
COB19CD0XOT5,2018Q4
COB19CD0XU47,2018Q4
COB19CD0XX02,2018Q4
COB19CD0XX10,2018Q4
COB19CD0XYQ0,2018Q4
COB19CD0Y178,2018Q4
COB19CD0Y2Y5,2018Q4
COB19CD0YK06,2018Q4
COB19CD0YLR3,2018Q4
COB19CD0YLS1,2018Q4
COB19CD0YNS7,2018Q4
COB19CD0YQD2,2018Q4
COB19CD0YV60,2018Q4
COB19CD0Z399,2018Q4
COB19CD0Z5U5,2018Q4
COB19CD0Z9Q5,2018Q4
COB19CD0ZP26,2018Q4
COB19CD0ZQS7,2018Q4
COB19CD0ZRR7,2018Q4
COB19CD0ZUS9,2018Q4
COB19CD0ZZJ7,2018Q4
COB19CD10FN9,2018Q4
COB19CD110E3,2018Q4
COB19CD11FL1,2018Q4
COB19CD11OP4,2018Q4
COB19CD11QT1,2018Q4
COB19CD11TD9,2018Q4
COB19CD11WE1,2018Q4
COB19CD11YW9,2018Q4
COB19CD129H6,2018Q4
COB19CD12BD5,2018Q4
COB19CD12JP2,2018Q4
COB19CD12L71,2018Q4
COB19CD12QH4,2018Q4
COB19CD12TZ0,2018Q4
COB19CD12U05,2018Q4
COB19CD12U13,2018Q4
COB19CD12VV5,2018Q4
COB19CD12VW3,2018Q4
COB19CD12VY9,2018Q4
COB19CD12YJ4,2018Q4
COB19CD12YM8,2018Q4
COB19CD134T1,2018Q4
COB19CD134U9,2018Q4
COB19CD134V7,2018Q4
COB19CD13508,2018Q4
COB19CD13AI4,2018Q4
COB19CD13AJ2,2018Q4
COB19CD13AK0,2018Q4
COB19CD13LM3,2018Q4
COB19CD13N37,2018Q4
COB19CD13VL4,2018Q4
COB19CD144M5,2018Q4
COB19CD147G0,2018Q4
COB19CD147I6,2018Q4
COB19CD149A9,2018Q4
COB19CD14BN0,2018Q4
COB19CD14GJ7,2018Q4
COB19CD14JW4,2018Q4
COB19CD14JX2,2018Q4
COB19CD14K05,2018Q4
COB19CD14RP1,2018Q4
COB19CD14SH6,2018Q4
COB19CD14SI4,2018Q4
COB19CD155I9,2018Q4
COB19CD16G09,2018Q4
COB19CD17F33,2018Q4
COB19CD17F41,2018Q4
COB19CD17I97,2018Q4
COB19CD17OP1,2018Q4
COB19CD17OQ9,2018Q4
COB19CD17WV2,2018Q4
COB23CD15422,2018Q4
COB23CD15463,2018Q4
COB23CD15778,2018Q4
COB23CD16073,2018Q4
COB23CD18186,2018Q4
COB23CD38648,2018Q4
COB23CD40727,2018Q4
COB23CD42566,2018Q4
COB23CD45130,2018Q4
COB23CD49652,2018Q4
COB23CD49660,2018Q4
COB23CD50239,2018Q4
COB23CD50270,2018Q4
COB23CD51088,2018Q4
COB23CD51310,2018Q4
COB23CD56715,2018Q4
COB23CD56764,2018Q4
COB23CD56798,2018Q4
COB23CD56806,2018Q4
COB23CD56830,2018Q4
COB23CD56889,2018Q4
COB23CD56897,2018Q4
COB23CD57028,2018Q4
COB23CD57044,2018Q4
COB31CD06994,2018Q4
COB31CD07059,2018Q4
COB31CD07075,2018Q4
COB31CD07174,2018Q4
COB31CD07240,2018Q4
COB51CD00X96,2018Q4
COB51CD00XN6,2018Q4
COB51CD017T7,2018Q4
COB51CD017Z4,2018Q4
COB51CD019D7,2018Q4
COB51CD019H8,2018Q4
COB51CD019L0,2018Q4
COB51CD019M8,2018Q4
COB51CD019R7,2018Q4
COB51CD01BT7,2018Q4
COB51CD01DD7,2018Q4
COB51CD01DG0,2018Q4
COB51CD01DT3,2018Q4
COB51CD01E56,2018Q4
COB51CD01EC7,2018Q4
COB51CD01EZ8,2018Q4
COB51CD01F71,2018Q4
COB51CD01FD2,2018Q4
COB51CD01FT8,2018Q4
COB51CD01GW0,2018Q4
COB51CD01GX8,2018Q4
COB51CD01IC8,2018Q4
COB51CD01J36,2018Q4
COB51CD01JS2,2018Q4
COB51CD01JU8,2018Q4
COB51CD01K25,2018Q4
COB51CD01KW2,2018Q4
COB51CD01KY8,2018Q4
COB51CD01LW0,2018Q4
COB51CD01TY9,2018Q4
COB51CD01Z77,2018Q4
COB51CD021U7,2018Q4
COB51CD022F6,2018Q4
COB51CD026I1,2018Q4
COB51CD026Y8,2018Q4
COB51CD027L3,2018Q4
COB51CD027R0,2018Q4
COB51CD028F3,2018Q4
COB51CD02A00,2018Q4
COB51CD02D07,2018Q4
COB51CD02HY2,2018Q4
COB51CD02I44,2018Q4
COB51CD02LJ5,2018Q4
COB51CD02MP0,2018Q4
COB51CD02NP8,2018Q4
COB51CD02P29,2018Q4
COB51CD02TP5,2018Q4
COB51CD02TQ3,2018Q4
COB51CD02UH0,2018Q4
COB51CD02V47,2018Q4
COB51CD02YV3,2018Q4
COB51CD02ZE6,2018Q4
COB51CD02ZJ5,2018Q4
COB51CD02ZK3,2018Q4
COB51CD02ZV0,2018Q4
COB51CD031Z5,2018Q4
COB51CD032D0,2018Q4
COB51CD032V2,2018Q4
COB51CD032X8,2018Q4
COB51CD032Y6,2018Q4
COB51CD03AC1,2018Q4
COB51CD03AQ1,2018Q4
COB51CD03B81,2018Q4
COB51CD03BE5,2018Q4
COB51CD03BF2,2018Q4
COB51CD03BN6,2018Q4
COB51CD03BQ9,2018Q4
COB51CD03BT3,2018Q4
COB51CD03C23,2018Q4
COB51CD03CF0,2018Q4
COB51CD03D06,2018Q4
COB51CD03DI2,2018Q4
COB51CD03DS1,2018Q4
COB51CD03DX1,2018Q4
COB51CD03DY9,2018Q4
COB51CD03EF6,2018Q4
COB51CD03EP5,2018Q4
COB51CD03ER1,2018Q4
COB51CD03F12,2018Q4
COB51CD03FF3,2018Q4
COB51CD03FM9,2018Q4
COB51CD03G60,2018Q4
COB51CD03GD6,2018Q4
COB51CD03GG9,2018Q4
COB51CD03GT2,2018Q4
COB51CD03HB8,2018Q4
COB51CD03HG7,2018Q4
COB51CD03HM5,2018Q4
COB51CD03I35,2018Q4
COB51CD03I43,2018Q4
COB51CD03IQ4,2018Q4
COB51CD03J59,2018Q4
COB51CD03J91,2018Q4
COB51CD03JL3,2018Q4
COB51CD03JQ2,2018Q4
COB51CD03JU4,2018Q4
COB51CD03K56,2018Q4
COB51CD03L55,2018Q4
COB51CD03LC8,2018Q4
COB51CD03LG9,2018Q4
COB51CD03LS4,2018Q4
COB51CD03M54,2018Q4
COB51CD03MO1,2018Q4
COB51CD03NA8,2018Q4
COB51CD03ND2,2018Q4
COB51CD03NN1,2018Q4
COB51CD03NP6,2018Q4
COB51CD03NV4,2018Q4
COB51CD03O52,2018Q4
COB51CD03OL3,2018Q4
COB51CD03P85,2018Q4
COB51CD03PD7,2018Q4
COB51CD03PG0,2018Q4
COB51CD03PQ9,2018Q4
COB51CD03PU1,2018Q4
COB51CD03PZ0,2018Q4
COB51CD03QH6,2018Q4
COB51CD03R42,2018Q4
COB51CD03RO0,2018Q4
COB51CD03RV5,2018Q4
COB51CD03RX1,2018Q4
COB51CD03TI8,2018Q4
COB51CD03TX7,2018Q4
COB51CD03UU1,2018Q4
COB51CD03VK0,2018Q4
COB51CD03VL8,2018Q4
COB51CD03VX3,2018Q4
COB51CD03W86,2018Q4
COB51CD03WS1,2018Q4
COB51CD03WW3,2018Q4
COB51CD03X77,2018Q4
COB51CD03XD1,2018Q4
COB51CD03XR1,2018Q4
COB51CD03XX9,2018Q4
COB51CD03Y68,2018Q4
COB51CD03YB3,2018Q4
COB51CD03YE7,2018Q4
COB51CD03YO6,2018Q4
COB51CD03YZ2,2018Q4
COB51CD03Z00,2018Q4
COB51CD03Z59,2018Q4
COB51CD03Z83,2018Q4
COB51CD03Z91,2018Q4
COB51CD03ZJ3,2018Q4
COB51CD03ZX4,2018Q4
COB51CD03ZY2,2018Q4
COB51CD040B7,2018Q4
COB51CD040L6,2018Q4
COB51CD040S1,2018Q4
COB51CD040X1,2018Q4
COB51CD041E9,2018Q4
COB51CD041F6,2018Q4
COB51CD044D5,2018Q4
COB51CD044J2,2018Q4
COB51CD044K0,2018Q4
COB51CD044W5,2018Q4
COB51CD044X3,2018Q4
COB51CD044Z8,2018Q4
COB51CD045F7,2018Q4
COB51CD045G5,2018Q4
COB51CD045T8,2018Q4
COB51CD045X0,2018Q4
COB51CD046H1,2018Q4
COB51CD046J7,2018Q4
COB51CD046W0,2018Q4
COB51CD046Y6,2018Q4
COB51CD046Z3,2018Q4
COB51CD047A4,2018Q4
COB51CD047D8,2018Q4
COB51CD047V0,2018Q4
COB51CD048J3,2018Q4
COB51CD048N5,2018Q4
COB51CD04B23,2018Q4
COB51CD04B64,2018Q4
COB51CD04BH6,2018Q4
COB51CD04BR5,2018Q4
COB51CD04D21,2018Q4
COB51CD04D39,2018Q4
COB51CD04D88,2018Q4
COB51CD04D96,2018Q4
COB51CD49489,2018Q4
COB51CD49984,2018Q4
COB52CD43068,2018Q4
COB52CD49081,2018Q4
COB52CD50048,2018Q4
COB52CD52135,2018Q4
COB52CD52804,2018Q4
COB52CD53240,2018Q4
COB52CD53711,2018Q4
COB52CD54073,2018Q4
COB52CD55054,2018Q4
COB52CD55062,2018Q4
COB52CD55070,2018Q4
COB52CD55237,2018Q4
COB52CD55286,2018Q4
COB52CD55666,2018Q4
COB52CD55849,2018Q4
COB52CD55930,2018Q4
COB52CD56227,2018Q4
COB52CD56268,2018Q4
COB52CD56334,2018Q4
COB52CD56383,2018Q4
COB52CD56425,2018Q4
COB56CD16H93,2018Q4
COB56CD16HA1,2018Q4
COB56CD18XW8,2018Q4
COB59CD15038,2018Q4
COB59CD15251,2018Q4
COB59CD15582,2018Q4
COB63CD0HYP0,2018Q4
COF20CP00011,2018Q4
COF20CP00029,2018Q4
COJ12CD0PGV2,2018Q4
COJ12CD0PPP5,2018Q4
COJ12CD0PTU7,2018Q4
COJ12CD0PUP5,2018Q4
COJ12CD0PUY7,2018Q4
COJ12CD0PUZ4,2018Q4
COJ12CD0PVG2,2018Q4
COJ12CD0PVH0,2018Q4
COJ12CD0PVK4,2018Q4
COJ12CD0PVY5,2018Q4
COJ12CD0PXC7,2018Q4
COJ12CD0PXP9,2018Q4
COJ12CD0PXY1,2018Q4
COJ12CD0PYC5,2018Q4
COJ12CD0PYD3,2018Q4
COJ26CD37406,2018Q4
COJ26CD38040,2018Q4
COL06CD11482,2018Q4
COL06CD12258,2018Q4
COL06CD12662,2018Q4
COL06CD12787,2018Q4
COL06CD12852,2018Q4
COL06CD13025,2018Q4
COL06CD13066,2018Q4
COL06CD13603,2018Q4
COL06CD14445,2018Q4
COL06CD15095,2018Q4
COL06CD15285,2018Q4
COL06CD15319,2018Q4
COL06CD15343,2018Q4
COL06CD15368,2018Q4
COL06CD15376,2018Q4
COL06CD15418,2018Q4
COL06CD15459,2018Q4
COL06CD15467,2018Q4
COL06CD15541,2018Q4
COL06CD15574,2018Q4
COL06CD15715,2018Q4
COL06CD15988,2018Q4
COL06CD16283,2018Q4
COL06CD16341,2018Q4
COL06CD16358,2018Q4
COL06CD16366,2018Q4
COL06CD16374,2018Q4
COL06CD16382,2018Q4
COL06CD16416,2018Q4
COL06CD16440,2018Q4
COL06CD16929,2018Q4
COL06CD16945,2018Q4
COL06CD16952,2018Q4
COL06CD17026,2018Q4
COL06CD17042,2018Q4
COL06CD17059,2018Q4
COL06CD17091,2018Q4
COL06CD17125,2018Q4
COL06CD17232,2018Q4
COL06CD17331,2018Q4
COL06CD17497,2018Q4
COL06CD17620,2018Q4
COL06CD17877,2018Q4
COT80CH02175,2018Q4
COT80CH02480,2018Q4
COB13CD38375,2018Q4
COB06CD0YGS6,2018Q4
COB01CD05HN3,2018Q4
COB13CD37112,2018Q4
COB06CD09131,2018Q4
COB07CD052T9,2018Q4
COB06CD10EC2,2018Q4
COB13CD36585,2018Q4
COB13CD37211,2018Q4
COL06CD10393,2018Q4
COB13CD37278,2018Q4
COB52CD43092,2018Q4
COB51CD027U4,2018Q4
COB19CD0MXI2,2018Q4
COB51CD88594,2018Q4
COB13CD56831,2018Q4
COB19CD0OOK3,2018Q4
COB19CD0QIU9,2018Q4
COB06CD14A36,2018Q4
COB13CD59629,2018Q4
COB07CD077C2,2018Q4
COL06CD14957,2018Q4
COB01CD05E38,2018Q4
COB02CD19246,2018Q4
COB02CD20574,2018Q4
COB07CD07FF6,2018Q4
COB51CD02MI5,2018Q4
COB07CD07GA5,2018Q4
COB07CD07PM1,2018Q4
COB01CD06VU7,2018Q4
COB07CD07SH5,2018Q4
COJ05CD02KU3,2018Q4
COB51CD01P79,2018Q4
COB51CD02HG9,2018Q4
COB02CD21515,2018Q4
COB56CD12ON9,2018Q4
COB07CD06CV2,2018Q4
COB51CD02WU9,2018Q4
COJ12CD0PU03,2018Q4
COB51CD01G47,2018Q4
COJ10CD25801,2018Q4
COB07CD07Z84,2018Q4
COJ10CD26023,2018Q4
COL06CD15640,2018Q4
COB51CD027D0,2018Q4
COB51CD01ER5,2018Q4
COB19CD0QKZ4,2018Q4
COB51CD01T91,2018Q4
COB19CD0VO05,2018Q4
COJ12CD0PV77,2018Q4
COB01CD079M3,2018Q4
COB06CD19K39,2018Q4
COB01CD07C04,2018Q4
COJ70CD62063,2018Q4
COJ26CD42935,2018Q4
COB51CD039L8,2018Q4
COB01CD07CS9,2018Q4
COJ1FCD05430,2018Q4
COB07CD08K64,2018Q4
COB02CD22588,2018Q4
COB51CD02PG2,2018Q4
COB51CD02QA3,2018Q4
COB01CD07G00,2018Q4
COJ12CD0PW43,2018Q4
COJ05CD02WT0,2018Q4
COJ26CD43172,2018Q4
COB51CD03FU2,2018Q4
COB51CD03FX6,2018Q4
COB51CD03GI5,2018Q4
COB51CD03HN3,2018Q4
COB07CD06WE6,2018Q4
COJ10CD29894,2018Q4
COB51CD03EB5,2018Q4
COB02CD23438,2018Q4
COB51CD01JI3,2018Q4
COB01CD07PA9,2018Q4
COB01CD07Q08,2018Q4
COB01CD04VZ1,2018Q4
COB01CD067Z0,2018Q4
COB19CD10LV0,2018Q4
COB19CD10P04,2018Q4
COB51CD01AN2,2018Q4
COB12CD027V0,2018Q4
COB06CD1CNR8,2018Q4
COJ46CD0DRG6,2018Q4
COB12CD028H7,2018Q4
COB06CD1CQB5,2018Q4
COJ1FCD06032,2018Q4
COJ70CD64804,2018Q4
COB19CD11WF8,2018Q4
COB01CD05DJ0,2018Q4
COB51CD03TZ2,2018Q4
COB06CD1D7C1,2018Q4
COB01CD073S3,2018Q4
COB02CD24055,2018Q4
COB07CD09FQ9,2018Q4
COB02CD24105,2018Q4
COB06CD1DC07,2018Q4
COB06CD1B3Q2,2018Q4
COL06CD16861,2018Q4
COB19CD0WUU2,2018Q4
COB19CD12NL3,2018Q4
COB19CD0SFE5,2018Q4
COB19CD0V687,2018Q4
COB13CD66061,2018Q4
COB01CD07CQ3,2018Q4
COB31CD07216,2018Q4
COB51CD03HV6,2018Q4
COB51CD03HI3,2018Q4
COJ70CD65967,2018Q4
COJ26CD43818,2018Q4
COB51CD03ZP0,2018Q4
COL06CD17117,2018Q4
COL06CD14247,2018Q4
COB51CD03GU0,2018Q4
COB12CD02G02,2018Q4
COB51CD041G4,2018Q4
COJ26CD42737,2018Q4
COB02CD25219,2018Q4
COB02CD22695,2018Q4
COJ12CD0PZ65,2018Q4
COB51CD042Y5,2018Q4
COL06CD17224,2018Q4
COB01CD04JZ6,2018Q4
COB51CD043Q9,2018Q4
COJ26CD43925,2018Q4
COB19CD14RR7,2018Q4
COB06CD1EKU4,2018Q4
COB59CD14775,2018Q4
COB06CD1ENM5,2018Q4
COJ05CD03LS3,2018Q4
COB02CD25524,2018Q4
COB07CD01NB2,2018Q4
COL06CD17315,2018Q4
COB07CD09WH3,2018Q4
COB63CD0HPQ6,2018Q4
COB63CD0HPP8,2018Q4
COB52CD55013,2018Q4
COJ05CD03HK8,2018Q4
COB52CD55047,2018Q4
COB07CD09XP4,2018Q4
COB19CD00MR7,2018Q4
COB51CD02IE2,2018Q4
COB06CD122E3,2018Q4
COB07CD09QA0,2018Q4
COB06CD1EXD3,2018Q4
COB51CD02NY0,2018Q4
COB07CD09AT4,2018Q4
COB07CD075M5,2018Q4
COB13CD37260,2018Q4
COB07CD07KR1,2018Q4
COB06CD1F7F2,2018Q4
COL06CD16556,2018Q4
COL06CD17653,2018Q4
COB07CD0A396,2018Q4
COB01CD052H0,2018Q4
COB06CD1FFG0,2018Q4
COB07CD09HU7,2018Q4
COB01CD08EK0,2018Q4
COJ1GCD00447,2018Q4
COJ1GCD00462,2018Q4
COJ1GCD00470,2018Q4
COJ1GCD00504,2018Q4
COJ1GCD00512,2018Q4
COB01CD05MQ6,2018Q4
COB01CD05C71,2018Q4
COB07CD078W8,2018Q4
COB19CD0SGB9,2018Q4
COB51CD02V96,2018Q4
COB02CD21473,2018Q4
COB51CD01TP7,2018Q4
COB13CD05YX2,2018Q4
COB02CD22158,2018Q4
COB02CD22554,2018Q4
COB13CD71707,2018Q4
COB01CD07HS8,2018Q4
COB51CD03F79,2018Q4
COB07CD00DA7,2018Q4
COB02CD23354,2018Q4
COB01CD04ZS7,2018Q4
COB19CD102P6,2018Q4
COB13CD0AED4,2018Q4
COB51CD01PX9,2018Q4
COB51CD03RE1,2018Q4
COB51CD01FX0,2018Q4
COB07CD09B98,2018Q4
COB01CD05U46,2018Q4
COB19CD0VK33,2018Q4
COB02CD23289,2018Q4
COB02CD22091,2018Q4
COB02CD22026,2018Q4
COB19CD0U853,2018Q4
COB01CD05AQ1,2018Q4
COB07CD09E12,2018Q4
COB23CD55196,2018Q4
COB07CD05HQ3,2018Q4
COB19CD125C5,2018Q4
COB52CD54263,2018Q4
COB19CD14BO8,2018Q4
COB19CD14JZ7,2018Q4
COB13CD05EF1,2018Q4
COB19CD0W7X8,2018Q4
COB13CD37005,2018Q4
COB07CD0AFN8,2018Q4
COB07CD05VR2,2018Q4
COB13CD68497,2018Q4
COB13CD78827,2018Q4
COJ26CD42919,2018Q4
COJ1FCD05711,2018Q4
COJ1FCD05786,2018Q4
COB61CD1VQM4,2018Q4
COJ46CD0DLK1,2018Q4
COJ1FCD05919,2018Q4
COB63CD0GGK0,2018Q4
COB61CD1WJI5,2018Q4
COJ46CD0DQJ2,2018Q4
COB13CD0AOL6,2018Q4
COB51CD01O96,2018Q4
COB68CD04Y84,2018Q4
COJ1BCD34876,2018Q4
COB68CD054R5,2018Q4
COB63CD0CU73,2018Q4
COJ1BCD35675,2018Q4
COB68CD061O7,2018Q4
COJ11CD22848,2018Q4
COB53CD00CK2,2018Q4
COB63CD0HUC6,2018Q4
COJ10CD37368,2018Q4
COB52CD53059,2018Q4
COB52CD55732,2018Q4
COB52CD48828,2018Q4
COB52CD54420,2018Q4
COB52CD54974,2018Q4
COB07CD45141,2018Q4
COB07CD073F4,2018Q4
COB07CD09GB9,2018Q4
COB07CD09U53,2018Q4
COB07CD09Z82,2018Q4
COB07CD018A0,2018Q4
COB07CD0ADW4,2018Q4
COB07CD0AG21,2018Q4
COB13CD55809,2018Q4
COB13CD63738,2018Q4
COB13CD05YW4,2018Q4
COB13CD42849,2018Q4
COB13CD0FC93,2018Q4
COB13CD0FEA9,2018Q4
COB01CD059P8,2018Q4
COB01CD08HF3,2018Q4
COB01CD05N78,2018Q4
COB01CD05OI9,2018Q4
COB01CD06QO0,2018Q4
COB01CD05D39,2018Q4
COB01CD070O8,2018Q4
COB01CD05IH3,2018Q4
COB19CD0KR54,2018Q4
COB19CD10B42,2018Q4
COB19CD0T4F7,2018Q4
COB19CD14BM2,2018Q4
COB51CD03LV8,2018Q4
COB51CD028P2,2018Q4
COB51CD03Z67,2018Q4
COB51CD041M2,2018Q4
COB51CD041X9,2018Q4
COB51CD01Y52,2018Q4
COB51CD03GM7,2018Q4
COB51CD03JF5,2018Q4
COB51CD019X5,2018Q4
COB51CD02OW2,2018Q4
COB51CD03FL1,2018Q4
COB51CD02HR6,2018Q4
COB63CD0CH21,2018Q4
COB63CD0CWO8,2018Q4
COB63CD0GQC6,2018Q4
COL06CD13785,2018Q4
COL06CD14536,2018Q4
COL06CD17638,2018Q4
COB07CD008C7,2018Q4
COB07CD00CW3,2018Q4
COB07CD07LP3,2018Q4
COB07CD085U7,2018Q4
COB07CD050P1,2018Q4
COB07CD099N3,2018Q4
COB02CD17984,2018Q4
COB06CD103P9,2018Q4
COB06CD19F36,2018Q4
COB06CD16LA8,2018Q4
COB06CD19K62,2018Q4
COB06CD1BUI4,2018Q4
COB06CD1CJ27,2018Q4
COL06CD14924,2018Q4
COL06CD19832,2018Q4
COL06CD19758,2018Q4
COL06CD09890,2018Q4
COL06CD17539,2018Q4
COB07CD0C3K3,2018Q4
COB07CD0AN97,2018Q4
COB07CD01AM6,2018Q4
COB07CD0DH50,2018Q4
COB02CD27025,2018Q4
COB02CD28445,2018Q4
COB02CD29393,2018Q4
COB02CD31662,2018Q4
COB02CD26951,2018Q4
COB02CD28262,2018Q4
COB02CD24881,2018Q4
COB06CD1L0A0,2018Q4
COB06CD1GDX8,2018Q4
COB52CD47457,2018Q4
COB13CD39019,2018Q4
COB01CD04YS0,2018Q4
COB01CD059D4,2018Q4
COB23CD17329,2018Q4
COB19CD0XYV0,2018Q4
COB51CD03V38,2018Q4
COB51CD03UD7,2018Q4
COB51CD01JJ1,2018Q4
COB63CD0GMH4,2018Q4
COB07CD009Q5,2018Q4
COB06CD10R80,2018Q4
COL06CD17562,2018Q4
COB02CD27850,2018Q4
COB01CD04JU7,2018Q4
COB01CD051V3,2018Q4
COB01CD052F4,2018Q4
COB01CD053D7,2018Q4
COB01CD054L8,2018Q4
COB01CD059O1,2018Q4
COB01CD05BJ4,2018Q4
COB01CD05IG5,2018Q4
COB01CD05IP6,2018Q4
COB01CD05KI7,2018Q4
COB01CD05KK3,2018Q4
COB01CD05KL1,2018Q4
COB01CD05KO5,2018Q4
COB01CD05N03,2018Q4
COB01CD05VJ2,2018Q4
COB01CD05W28,2018Q4
COB01CD05Z33,2018Q4
COB01CD05Z82,2018Q4
COB01CD064J1,2018Q4
COB01CD065K6,2018Q4
COB01CD067B1,2018Q4
COB01CD067M8,2018Q4
COB01CD067Y3,2018Q4
COB01CD068L8,2018Q4
COB01CD068O2,2018Q4
COB01CD06FI5,2018Q4
COB01CD06G84,2018Q4
COB01CD06JA4,2018Q4
COB01CD06JQ0,2018Q4
COB01CD078K9,2018Q4
COB01CD07GI1,2018Q4
COB01CD07VH2,2018Q4
COB01CD081T4,2018Q4
COB01CD082F1,2018Q4
COB01CD082G9,2018Q4
COB01CD082V8,2018Q4
COB01CD088O0,2018Q4
COB01CD08D10,2018Q4
COB02CD19436,2018Q4
COB02CD19477,2018Q4
COB02CD19568,2018Q4
COB02CD19816,2018Q4
COB02CD20210,2018Q4
COB02CD20228,2018Q4
COB02CD20590,2018Q4
COB02CD21002,2018Q4
COB02CD22224,2018Q4
COB02CD23073,2018Q4
COB02CD23149,2018Q4
COB02CD24287,2018Q4
COB02CD24311,2018Q4
COB02CD24352,2018Q4
COB02CD24386,2018Q4
COB02CD24915,2018Q4
COB02CD25003,2018Q4
COB02CD25268,2018Q4
COB02CD25318,2018Q4
COB02CD25326,2018Q4
COB02CD25409,2018Q4
COB02CD25987,2018Q4
COB02CD26035,2018Q4
COB06CD0HO59,2018Q4
COB06CD0PH17,2018Q4
COB06CD0VGI3,2018Q4
COB06CD0VIW0,2018Q4
COB06CD0YUN8,2018Q4
COB06CD13BW0,2018Q4
COB06CD14NQ5,2018Q4
COB06CD14RH5,2018Q4
COB06CD15JP2,2018Q4
COB06CD166B6,2018Q4
COB06CD17IF1,2018Q4
COB06CD17IG9,2018Q4
COB06CD18S24,2018Q4
COB06CD19DO0,2018Q4
COB06CD19LM7,2018Q4
COB06CD19N10,2018Q4
COB06CD19QY1,2018Q4
COB06CD19U45,2018Q4
COB06CD19UY3,2018Q4
COB06CD1APF2,2018Q4
COB06CD1B575,2018Q4
COB06CD1BEQ1,2018Q4
COB06CD1BPR5,2018Q4
COB06CD1C9K1,2018Q4
COB06CD1CJM7,2018Q4
COB06CD1CJN5,2018Q4
COB06CD1CNY4,2018Q4
COB06CD1CQE9,2018Q4
COB06CD1CVT7,2018Q4
COB06CD1DPF6,2018Q4
COB06CD1E3K2,2018Q4
COB06CD1E8N5,2018Q4
COB06CD1EC63,2018Q4
COB06CD1EIY0,2018Q4
COB06CD1EOL5,2018Q4
COB06CD1EOM3,2018Q4
COB06CD1EQL0,2018Q4
COB06CD1EQM8,2018Q4
COB06CD1ETF6,2018Q4
COB06CD1F9G6,2018Q4
COB06CD1FJ16,2018Q4
COB06CD1FJ24,2018Q4
COB06CD1FRK7,2018Q4
COB07CD006E7,2018Q4
COB07CD01L78,2018Q4
COB07CD03FK5,2018Q4
COB07CD04O49,2018Q4
COB07CD04OD0,2018Q4
COB07CD04QJ2,2018Q4
COB07CD05JQ9,2018Q4
